timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2020-06-25 04:00:00,209.18,250.0,209.18,223.58,6473.82232,1593071999999,1490399.5127337,4401,3508.67776,808067.6999734,0
2020-06-25 08:00:00,223.58,228.74,212.11,212.13,2756.768530000001,1593086399999,613664.6744003,2270,1328.42185,297051.7244198,0
2020-06-25 12:00:00,212.14,231.48,202.97,221.4,4947.4212,1593100799999,1088788.5632398,3871,3057.26243,674687.2712797,0
2020-06-25 16:00:00,222.0,239.0,203.0,217.32,14379.223380000001,1593115199999,3148055.8991459,8514,7699.8682,1689046.4328229,0
2020-06-25 20:00:00,217.37,244.0,216.51,228.0,8544.47307,1593129599999,1977324.4411310002,6244,4567.95526,1057320.0831584998,0
2020-06-26 00:00:00,227.54,265.0,226.11,252.96,5879.166179999997,1593143999999,1435692.0976826,4854,2954.33785,717990.3870922,0
2020-06-26 04:00:00,252.96,259.04,237.18,246.36,5403.74764,1593158399999,1328149.7003395,4816,2588.7042300000007,635441.3024542,0
2020-06-26 08:00:00,246.39,247.83,238.0,244.99,2705.9509399999997,1593172799999,656651.5421420999,2246,1150.15966,278970.49539440003,0
2020-06-26 12:00:00,243.63,258.71,240.53,249.95,4444.44435,1593187199999,1117286.3830553999,3885,2123.86987,534219.3228392999,0
2020-06-26 16:00:00,249.95,269.0,249.95,265.94,4521.645860000001,1593201599999,1176297.4855028999,4098,2352.28637,612436.8398348001,0
2020-06-26 20:00:00,265.94,267.99,257.18,261.73,3569.5654299999997,1593215999999,937499.7474765,2955,1555.88591,409080.9186876,0
2020-06-27 00:00:00,262.04,264.31,251.67,255.35,2354.64215,1593230399999,607377.7822803,1765,971.8308300000001,250936.1377034,0
2020-06-27 04:00:00,255.98,264.76,253.23,258.82,1500.09837,1593244799999,388300.1506813,1388,560.85813,145274.318663,0
2020-06-27 08:00:00,258.64,259.01,244.58,251.4,2760.57206,1593259199999,691765.6299298999,2024,902.9372699999999,227044.0404236,0
2020-06-27 12:00:00,251.27,251.9,231.33,233.21,3462.3337799999995,1593273599999,827193.2149408001,2564,1345.25853,321102.7377719,0
2020-06-27 16:00:00,233.2,244.49,222.28,226.59,3593.36715,1593287999999,837126.6175441,2880,1626.33257,379731.6549073,0
2020-06-27 20:00:00,226.84,239.0,223.96,231.0,2269.10358,1593302399999,526692.5879552,1670,1035.77709,241029.02850339998,0
2020-06-28 00:00:00,231.1,240.0,231.1,236.38,757.00734,1593309599999,178253.93898150005,467,272.20241,64169.749078299996,0
2020-06-28 04:00:00,235.54,235.54,226.15,227.67,892.84976,1593331199999,204922.2851328,676,269.26802999999995,61772.4077311,0
2020-06-28 08:00:00,228.4,241.59,228.26,239.79,1008.83833,1593345599999,238515.1745421,983,589.32087,139226.9802569,0
2020-06-28 12:00:00,240.28,251.68,234.0,251.33,3174.12354,1593359999999,772827.7744033001,2289,1563.80729,380236.9001727,0
2020-06-28 16:00:00,251.62,253.0,244.52,246.84,3299.42722,1593374399999,820986.5294608001,1860,926.9816900000001,230671.4840106,0
2020-06-28 20:00:00,246.68,248.47,239.03,245.45,1299.62049,1593388799999,315914.4953294,1073,710.2099900000003,172340.4266271,0
2020-06-29 00:00:00,245.3,245.47,239.03,239.11,718.98081,1593403199999,173415.2290404,581,411.35472000000004,99290.97053769999,0
2020-06-29 04:00:00,239.11,245.99,232.97,235.42,2123.72547,1593417599999,508131.6098085,1564,925.7738400000001,221183.26251750003,0
2020-06-29 08:00:00,234.74,244.92,234.31,236.98,1448.25624,1593431999999,347019.3649495,1498,832.7155,199433.9482184,0
2020-06-29 12:00:00,236.98,238.95,232.0,234.9,2078.18547,1593446399999,489287.6434879001,1454,768.41741,180486.8584672,0
2020-06-29 16:00:00,234.61,235.98,232.0,233.18,1165.2468,1593460799999,272349.49672329996,1016,523.00104,122259.76117980001,0
2020-06-29 20:00:00,233.12,236.64,232.22,233.44,702.20918,1593475199999,164426.0218078,750,330.38433,77441.1700866,0
2020-06-30 00:00:00,233.54,240.45,232.39,240.0,2004.35305,1593489599999,472089.7800726,1469,912.88281,215518.3953163,0
2020-06-30 04:00:00,240.02,240.3,228.63,232.0,3421.02352,1593503999999,796032.2280021998,2038,1142.62768,266748.0352848,0
2020-06-30 08:00:00,231.75,233.0,219.84,223.65,3105.06553,1593518399999,700952.9940934,2448,1296.5939,292484.20924540004,0
2020-06-30 12:00:00,223.41,225.47,215.58,219.36,3473.0421200000005,1593532799999,761095.7087204,12591,1843.58103,403003.5937055,0
2020-06-30 16:00:00,219.14,219.43,213.0,215.5,2694.58615,1593547199999,579952.1767991,13951,863.03892,185414.85149620002,0
2020-06-30 20:00:00,215.52,220.22,215.21,216.66,1380.15419,1593561599999,300238.2780179,1473,663.51875,144482.1532346,0
2020-07-01 00:00:00,216.59,219.0,213.79,214.56,1190.6763,1593575999999,257416.19524170004,1264,430.47076,93303.0949786,0
2020-07-01 04:00:00,214.53,218.25,210.16,213.86,2666.751210000001,1593590399999,568394.0705108001,10503,1406.46818,299487.6864721,0
2020-07-01 08:00:00,213.58,216.0,211.12,213.47,2037.48503,1593604799999,435061.2778031,8479,982.5323,210134.6138276,0
2020-07-01 12:00:00,213.26,218.72,212.84,214.33,2580.96475,1593619199999,554697.4955771,9766,1288.74674,277250.6173044,0
2020-07-01 16:00:00,214.05,214.92,208.64,209.75,2198.86,1593633599999,464998.00382980006,10218,1030.3926099999999,218239.1939423,0
2020-07-01 20:00:00,209.77,213.4,200.05,201.09,3876.6871899999996,1593647999999,798900.7413875,18566,1559.1679800000006,322373.3561138,0
2020-07-02 00:00:00,200.56,204.77,190.52,195.17,4836.06282,1593662399999,964856.9683553001,15326,2150.1051,430533.5173222,0
2020-07-02 04:00:00,195.15,197.06,189.58,193.15,3772.34391,1593676799999,728152.487363,6298,1354.7721900000001,261762.6137651,0
2020-07-02 08:00:00,193.07,197.12,181.02,188.9,6311.3937799999985,1593691199999,1190050.9741731002,11696,3017.28177,569747.7743079,0
2020-07-02 12:00:00,188.78,192.47,183.0,187.01,4417.18687,1593705599999,828073.584648,7228,2229.649360000001,417799.90255490004,0
2020-07-02 16:00:00,186.93,190.27,177.35,184.66,4987.76032,1593719999999,913585.7779222,4050,2007.95425,366220.1901894,0
2020-07-02 20:00:00,184.3,184.34,172.98,180.01,5393.29442,1593734399999,960272.7944996001,9504,3182.5184600000002,564975.6436966999,0
2020-07-03 00:00:00,180.21,193.88,177.0,190.01,4298.44068,1593748799999,795738.1657719,9752,2196.17173,405168.8835052,0
2020-07-03 04:00:00,190.39,190.99,182.22,184.63,2484.70453,1593763199999,459927.108862,8169,1439.07314,265910.3783523,0
2020-07-03 08:00:00,184.28,186.77,176.82,180.2,3179.66226,1593777599999,578312.5172588,13780,1471.38672,267476.4778379,0
2020-07-03 12:00:00,179.96,181.34,171.5,173.2,5908.7597399999995,1593791999999,1039551.2272011,24631,3400.1047700000013,598636.6460384,0
2020-07-03 16:00:00,173.45,177.26,171.79,173.7,2407.02747,1593806399999,418820.1814184,10581,1305.3410900000001,227110.0016041,0
2020-07-03 20:00:00,174.1,178.63,170.42,171.91,3074.64754,1593820799999,538595.2471178999,12260,1264.1581099999999,221222.49423140002,0
2020-07-04 00:00:00,171.62,173.36,163.43,167.96,4553.91018,1593835199999,764323.7219461,12416,1888.3943,317040.1144678,0
2020-07-04 04:00:00,168.23,170.85,166.24,168.9,2092.938260000001,1593849599999,352565.9532964,5300,848.9009300000001,143139.5073979,0
2020-07-04 08:00:00,168.8,170.9,163.5,170.28,3859.23265,1593863999999,641935.6886914001,16388,1577.94216,262447.8958346,0
2020-07-04 12:00:00,170.88,193.0,170.25,186.35,10274.5569,1593878399999,1877724.4060139,9179,4692.549160000001,856428.3516591998,0
2020-07-04 16:00:00,186.8,187.64,177.7,179.02,2964.69794,1593892799999,543716.0139417,2268,1278.72638,234900.2541514,0
2020-07-04 20:00:00,179.02,184.59,176.17,180.42,2228.21588,1593907199999,402234.99752040004,6089,1127.7887699999999,203086.54591689998,0
2020-07-05 00:00:00,180.5,189.0,177.7,185.28,1866.8301199999999,1593921599999,342858.14006340003,4481,788.39212,144722.35412329994,0
2020-07-05 04:00:00,185.54,208.59,184.3,197.68,8868.53083,1593935999999,1733718.6320196,10809,4801.30963,937997.3111359001,0
2020-07-05 08:00:00,197.27,207.0,192.8,193.95,5474.59431,1593950399999,1087757.8119042,8410,2274.26367,452726.31385369995,0
2020-07-05 12:00:00,193.63,220.0,193.5,206.28,13492.61439,1593964799999,2833995.618515,9478,6133.38768,1289171.5362739,0
2020-07-05 16:00:00,206.28,213.48,203.74,209.0,3711.5776200000014,1593979199999,771256.3631211,3326,1947.06616,404596.68729090004,0
2020-07-05 20:00:00,209.02,209.91,198.73,201.66,3773.77598,1593993599999,766639.3189207,6764,1988.29278,403484.56561309996,0
2020-07-06 00:00:00,200.85,204.23,192.97,199.9,5499.5947799999985,1594007999999,1084335.0771122,17319,2484.92936,489288.7633083,0
2020-07-06 04:00:00,200.24,202.65,194.66,196.81,2409.65577,1594022399999,476789.0804308,5454,1006.41215,199205.9612963,0
2020-07-06 08:00:00,197.0,197.7,190.68,193.2,4430.41465,1594036799999,858971.1952061999,16804,2220.5165,430204.9021557,0
2020-07-06 12:00:00,193.2,201.13,188.5,198.4,6563.81694,1594051199999,1268939.6545711001,19146,3260.92975,630309.1110008,0
2020-07-06 16:00:00,198.05,198.81,193.89,195.82,2394.46227,1594065599999,470816.0670045,3722,1051.08215,206833.20460250002,0
2020-07-06 20:00:00,195.79,197.0,190.39,194.83,4850.10466,1594079999999,937666.7097629999,15363,2284.40677,441373.67381659994,0
2020-07-07 00:00:00,194.92,194.92,191.29,192.0,1875.88148,1594094399999,361695.6012468,8995,966.95382,186575.8637063,0
2020-07-07 04:00:00,192.14,195.0,190.3,192.04,2424.8160399999997,1594108799999,466008.86026690004,9186,1052.3777400000001,202544.84206199998,0
2020-07-07 08:00:00,192.32,195.75,191.09,195.26,2947.21294,1594123199999,570371.9936633001,12383,1789.9638,346453.16936670005,0
2020-07-07 12:00:00,195.24,197.0,191.7,192.77,5167.59125,1594137599999,1004815.6204850001,19332,2158.4359600000007,419845.731387,0
2020-07-07 16:00:00,192.78,193.84,183.05,186.05,5910.97524,1594151999999,1118080.9517009,19802,2015.28141,382736.2645644,0
2020-07-07 20:00:00,186.14,187.71,184.0,187.71,3492.59065,1594166399999,648289.5248776999,11638,1608.75763,298801.5261126,0
2020-07-08 00:00:00,187.71,188.86,182.59,183.14,4202.48909,1594180799999,776481.4700239,12606,1734.5858699999999,321175.9819535,0
2020-07-08 04:00:00,183.14,188.22,181.62,185.28,3136.72215,1594195199999,577073.0691028001,5689,1661.96589,306175.78799940005,0
2020-07-08 08:00:00,185.14,185.37,180.77,182.27,5662.21597,1594209599999,1034457.7099882,4129,2321.86984,424022.8191695,0
2020-07-08 12:00:00,182.28,185.58,181.7,182.71,4389.33736,1594223999999,806131.6181327,11189,2101.52907,386069.2548319,0
2020-07-08 16:00:00,182.71,186.56,181.35,185.21,3780.9359299999996,1594238399999,694803.314409,10411,1656.46894,304108.5573942,0
2020-07-08 20:00:00,185.22,188.9,183.9,184.57,3659.2095299999996,1594252799999,681122.5390648,12224,1811.67063,337182.4828155,0
2020-07-09 00:00:00,184.91,185.41,180.0,183.39,2658.9590000000007,1594267199999,487097.40581570007,10255,1118.56236,205187.6611105,0
2020-07-09 04:00:00,183.38,187.83,182.88,184.89,2648.18669,1594281599999,490279.88085340004,9245,1467.56446,271646.1455402,0
2020-07-09 08:00:00,184.89,188.5,183.0,187.99,2780.39677,1594295999999,515992.55868549994,3526,1560.23016,289920.0295468,0
2020-07-09 12:00:00,187.99,187.99,176.0,179.0,6719.36199,1594310399999,1222966.483685,21284,2669.51835,485638.7511262,0
2020-07-09 16:00:00,179.0,181.91,176.25,176.94,3088.96041,1594324799999,553066.3958063001,10920,1572.02441,281722.6692993,0
2020-07-09 20:00:00,176.89,180.13,176.2,179.86,867.49452,1594339199999,154834.2049446,1339,405.67947999999996,72389.6586273,0
2020-07-10 00:00:00,180.13,180.94,175.16,179.08,1953.7556399999999,1594353599999,347842.8062347,7421,909.58965,162135.39320999998,0
2020-07-10 04:00:00,179.08,180.3,175.0,176.21,1536.57647,1594367999999,271017.16694689996,6183,795.8493,140313.633271,0
2020-07-10 08:00:00,176.21,178.0,174.4,175.15,1810.2204199999999,1594382399999,318809.052251,6781,825.85037,145725.44833410002,0
2020-07-10 12:00:00,175.25,177.9,173.54,177.08,2744.47383,1594396799999,480696.2813764,10073,1158.65517,203136.22477449998,0
2020-07-10 16:00:00,177.0,177.29,173.93,175.37,1888.07245,1594411199999,332196.33017800003,6821,1005.3159400000001,176916.08307579995,0
2020-07-10 20:00:00,175.96,176.2,172.15,175.05,3221.79709,1594425599999,561836.0342892,3888,1724.42795,300839.4156293,0
2020-07-11 00:00:00,175.43,179.0,173.94,176.16,2922.2600199999997,1594439999999,516274.7653298,3180,1721.12517,303887.48976609996,0
2020-07-11 04:00:00,176.63,179.9,175.88,179.35,2450.98684,1594454399999,437144.3801141,10238,1076.87478,192212.82754,0
2020-07-11 08:00:00,179.07,184.64,175.26,177.74,6832.79305,1594468799999,1228232.7505178999,16567,3242.54748,582597.92629,0
2020-07-11 12:00:00,178.27,180.8,176.09,177.8,3139.08102,1594483199999,558028.2474738001,10952,1368.5724,243585.220489,0
2020-07-11 16:00:00,177.79,181.43,177.0,180.91,2324.86797,1594497599999,416243.1282,7914,1080.05394,193438.27886700002,0
2020-07-11 20:00:00,180.39,180.9,177.2,178.24,1578.09248,1594511999999,281584.914494,5840,667.9359900000002,119146.8680752,0
2020-07-12 00:00:00,177.95,180.21,177.95,179.14,1245.72137,1594526399999,223270.99383389996,2336,534.78394,95766.6149549,0
2020-07-12 04:00:00,179.13,183.24,178.32,182.27,3064.38744,1594540799999,555272.4743023,9766,1664.18999,301299.066201,0
2020-07-12 08:00:00,182.22,182.99,178.63,180.17,3105.30995,1594555199999,560147.7134239001,11027,1406.96596,253730.9069459,0
2020-07-12 12:00:00,180.17,186.21,167.0,176.22,8033.55565,1594569599999,1420018.8310097,8771,3934.57714,698239.8579629001,0
2020-07-12 16:00:00,176.32,177.05,174.66,175.53,1347.43524,1594583999999,237005.8117423,1451,761.79867,134110.92437589998,0
2020-07-12 20:00:00,175.53,176.55,174.8,176.07,1062.14933,1594598399999,186517.93740479997,764,387.04607999999996,68070.5021361,0
2020-07-13 00:00:00,176.07,176.41,171.45,173.5,2100.13763,1594612799999,365233.3953514,2432,813.5878799999997,141636.60009279998,0
2020-07-13 04:00:00,173.5,173.93,171.4,173.32,1489.40672,1594627199999,257464.9109636,2055,850.9907900000003,147160.207344,0
